x,y,slope
0.02637416987272667,1.0514153663005894,1.0020934314361065
9.393303316539647,7.164508876496655,1.0140152616513107
7.478212592449287,9.112000672816178,1.0248401108158176
3.6056882785875013,1.0492232996992918,0.9846231572862574
-0.08174244787284358,5.233887122921541,0.9679517817085044
9.068434627774032,-0.9897340565745023,1.0578684660905475
3.546569672077726,-0.6024833358974835,0.9725887990665429
9.194871900461656,3.171729411744929,0.9687215867296842
7.372228042917798,0.6907221417294369,0.9740079507064573
1.7503137150248065,7.272772884303576,0.9683066000152147
0.144832954305278,9.240691728484808,1.0648721503299723
1.620894649623686,3.082797845433187,0.968627292616466
5.405839609848448,6.993210943856668,0.9628584053316007
3.644241367632287,9.308917959920953,1.0473737290953036
7.311251460446156,5.059801220438322,0.9461447319216283
3.6028760734348992,4.91442326055868,0.9553666491708285
-0.05283018508612582,-0.7113926001778911,1.056050978278049
5.4713539351383425,3.30272957638107,0.9520028700095661
10.0940683492584,2.9530744522030052,0.9987013288775085
-0.08555678213424692,-0.007001478696969624,0.9883445506689151
2.5438996034680863,1.3504423387153448,0.9768034855913492
7.682209405691252,7.559709118547071,0.9773583412058384
5.132274890337625,9.269297281728367,1.033926008285577
0.08487164131235966,5.970542197202196,0.9788295960094139
5.018680348128996,-0.23841467378933068,0.9510654090386139
-0.07142230321699403,2.925390184196164,0.9511804802571148
2.4752532434305756,7.62327854050877,0.9682609093379084
7.515119712358131,1.41642282119903,0.9731648462460556
9.945580819165539,-0.14103012228617662,1.0639134732525146
10.209064589703331,6.11073358024749,1.0436729000027347
7.606786091210976,4.42118084919021,0.9580392747012512
5.208062049840254,3.165729242278383,0.9392748768028263
5.180516683754678,5.989241950077947,0.9642390026669725
10.066725573223213,9.212747609373348,1.0863038858008518
2.636445526536281,4.502430505507863,0.9412072182634492
-0.0009532433178905338,9.454698705333906,1.0614043069755956
