x,y,lux
-1.0263741698727267,0.051415366300589405,107.9561560357619
-4.605688278587501,0.049223299699291845,18.450142559930345
-8.372228042917797,0.3092778582705631,2.9622369384375977
-0.9182575521271564,4.233887122921541,16.270622534318157
-4.602876073434899,3.9144232605586797,6.701838572915779
-8.311251460446156,4.059801220438322,1.9112717966154138
-1.144832954305278,8.240691728484808,1.8882854185707763
-4.6442413676322865,8.308917959920953,2.0570687946730675
-10.068434627774032,1.9897340565745023,1.9697088074976825
-0.9471698149138742,1.711392600177891,78.14616565369494
-4.546569672077727,1.6024833358974835,17.703599555758856
-6.397453892890854,1.8100474686919346,8.016136755838152
-2.6208946496236862,2.082797845433187,30.842159950852647
-6.4713539351383425,2.30272957638107,5.936438106029446
-10.194871900461656,2.171729411744929,1.9930285416176476
-2.7503137150248067,6.272772884303576,4.794368596015039
-6.405839609848448,5.993210943856668,2.071747866768095
-10.393303316539647,6.164508876496655,0.9974002254449662
0.9736258301272733,0.051415366300589405,100.31324233411503
-2.6056882785875013,0.049223299699291845,47.58194660192562
-6.372228042917798,0.3092778582705631,6.911886189687729
1.0817424478728437,4.233887122921541,14.356431647927787
-2.6028760734348992,3.9144232605586797,11.488866124998479
-6.311251460446156,4.059801220438322,2.8669076949231207
0.855167045694722,8.240691728484808,1.8882854185707763
-2.644241367632287,8.308917959920953,2.0570687946730675
-6.478212592449287,8.112000672816178,1.0039607042913248
-8.068434627774032,1.9897340565745023,2.9545632112465237
1.052830185086126,1.711392600177891,72.42815353269286
-2.546569672077726,1.6024833358974835,40.32486565478406
-4.397453892890854,1.8100474686919346,18.03630770063584
-0.620894649623686,2.082797845433187,59.62817590498179
-4.4713539351383425,2.30272957638107,11.872876212058893
-8.194871900461656,2.171729411744929,1.9930285416176476
-0.7503137150248065,6.272772884303576,5.7532423152180465
-4.405839609848448,5.993210943856668,3.1076218001521423
-8.393303316539647,6.164508876496655,0.9974002254449662
0.9736258301272733,2.0514153663005894,51.589667486116305
-2.6056882785875013,2.0492232996992916,31.073924311461635
-6.372228042917798,1.690722141729437,6.911886189687729
1.0817424478728437,6.233887122921541,4.785477215975929
-2.6028760734348992,5.91442326055868,4.787027552082699
-6.311251460446156,6.059801220438322,1.9112717966154138
0.855167045694722,10.240691728484808,1.8882854185707763
-2.644241367632287,10.308917959920953,1.0285343973365337
-8.068434627774032,0.010265943425497692,3.939417614995365
1.052830185086126,0.2886073998221089,103.87722019820424
-2.546569672077726,0.3975166641025165,50.160198741316755
-4.397453892890854,0.18995253130806544,22.04437607855492
-0.620894649623686,4.082797845433187,18.50529597051159
-4.4713539351383425,4.30272957638107,6.925844457034354
-8.194871900461656,4.171729411744929,1.9930285416176476
-0.7503137150248065,8.272772884303576,1.9177474384060154
-4.405839609848448,7.993210943856668,1.0358739333840474
-8.393303316539647,8.164508876496654,0.9974002254449662
-1.0263741698727267,2.0514153663005894,58.27721697505731
-4.605688278587501,2.0492232996992916,14.56590202099764
-8.372228042917797,1.690722141729437,2.9622369384375977
-0.9182575521271564,6.233887122921541,4.785477215975929
-4.602876073434899,5.91442326055868,2.8722165312496197
-8.311251460446156,6.059801220438322,0.9556358983077069
-1.144832954305278,10.240691728484808,1.8882854185707763
-4.6442413676322865,10.308917959920953,1.0285343973365337
-10.068434627774032,0.010265943425497692,1.9697088074976825
-0.9471698149138742,0.2886073998221089,113.40724039987435
-4.546569672077727,0.3975166641025165,19.670666173065396
-6.397453892890854,0.18995253130806544,9.01815385031792
-2.6208946496236862,4.082797845433187,10.28071998361755
-6.4713539351383425,4.30272957638107,3.957625404019631
-10.194871900461656,4.171729411744929,0.9965142708088238
-2.7503137150248067,8.272772884303576,1.9177474384060154
-6.405839609848448,7.993210943856668,1.0358739333840474
-10.393303316539647,8.164508876496654,0.9974002254449662
-1.0263741698727267,2.9485846336994106,36.30384008282258
